Player,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CSM,GPM,KP%,DMG%,DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD@15,CSD@15,XPD@15,FB %,FB Victim
Cayetano,16,43.8%,3.3,3.2,2.4,4.7,8.3,383,63.6%,27.8,593,1.17,0.26,0.2,0.1,-32,2,333,12.5%,18.8%
Cboi,13,76.9%,3.6,2.5,3.2,8.8,5.5,348,69.2%,13.5,348,1.83,0.33,0.37,0.18,124,8,146,38.5%,7.7%
Celo,14,71.4%,6.6,4.2,1.9,8,8.1,410,61.8%,26,669,1.4,0.37,0.35,0.23,-75,-10,47,14.3%,0%
Centulion,8,37.5%,2.7,0.9,3.8,9.3,0.9,241,70.8%,8.6,197,03.05,01.03,0.51,0.34,-307,5,-85,25%,12.5%
Ceo,17,58.8%,4.4,4.1,2.5,6.8,7.4,410,71.4%,25.2,612,1.8,0.42,0.34,0.2,276,-4,74,35.3%,23.5%
Ceos,14,57.1%,4.2,1.2,2.4,8.9,0.7,236,79.5%,9.1,206,2.83,01.08,0.32,0.45,72,6,42,28.6%,7.1%
Cerecof,17,64.7%,3,0.6,3.5,9.9,1,245,70.6%,7.2,167,2.69,0.97,0.33,0.33,-216,2,-360,35.3%,11.8%
Ch1Chi,10,10%,0.8,0.8,3.2,1.6,7,310,25.9%,21.6,370,0.71,0.24,0.12,0.1,-787,-22,-577,0%,10%
Cha,3,66.7%,3.4,0.7,3.7,11.7,0.8,260,82.6%,10.5,260,4.21,1.35,0.66,0.46,455,-9,315,33.3%,33.3%
Chad,30,50%,2.6,2.4,3.7,7.2,5.1,331,65.5%,13.8,322,1.22,0.17,0.31,0.21,-32,-3,-59,16.7%,10%
Charca,11,45.5%,3.9,3.4,2.4,5.8,7.8,393,56.4%,23.7,556,0.94,0.23,0.25,0.07,-80,-5,-350,18.2%,9.1%
Chasy,28,60.7%,3.3,3.4,2.6,5,8,398,52.6%,23,571,01.08,0.37,0.19,0.2,428,8,249,17.9%,17.9%
Chayon,2,50%,2.7,3.5,3,4.5,9,420,63.1%,21,555,0.92,0.38,0.2,0.1,364,1,126,50%,0%
Chazz,14,71.4%,5.7,5.4,1.9,5.6,9.2,437,63.8%,28.4,653,0.86,0.27,0.2,0.1,361,4,233,21.4%,0%
Chemera,17,29.4%,1.8,0.8,4.2,6.9,0.9,233,62.4%,9.5,204,2.64,0.72,0.39,0.27,-62,-2,-456,5.9%,11.8%
Cheoni,22,31.8%,3.4,3.9,2.3,3.9,9.6,429,74%,33.3,684,1.18,0.22,0.33,0.14,-239,2,-191,18.2%,0%
Chieftain,16,43.8%,2.2,1.6,2.9,5,5.4,312,60.3%,12.3,251,1.8,0.28,0.44,0.3,-381,8,-68,18.8%,18.8%
Chime,18,44.4%,4.5,0.5,2.1,9,0.6,230,77.9%,9.5,213,2.84,01.04,0.38,0.3,-110,-2,-36,16.7%,5.6%
Chippys,13,69.2%,4.1,3.7,2,4.5,8.2,419,48.5%,24.3,558,01.05,0.35,0.17,0.17,47,3,-56,7.7%,0%
Chovy,36,69.4%,5.7,3.6,1.7,5.8,9.2,433,65.6%,27.9,657,1.52,0.32,0.35,0.18,285,8,145,16.7%,5.6%
Chrisberg,14,42.9%,4,5.8,2.9,5.5,9.9,470,69.3%,28.7,662,0.91,0.17,0.28,0.01,436,7,172,35.7%,14.3%
Cipher,14,50%,2.5,4.4,4,5.4,8.2,402,63.3%,23.6,604,1.27,0.22,0.23,0.09,-12,0,214,28.6%,7.1%
Cl0x,13,76.9%,6.6,0.8,1.6,9.8,0.8,242,78.7%,7.6,176,2.38,0.99,0.25,0.29,93,-2,-157,53.8%,0%
Clear,39,64.1%,4.6,2.6,1.7,5.2,8.7,412,55%,20.9,480,01.08,0.21,0.24,0.18,333,6,194,7.7%,2.6%
Cleaver,37,27%,1.9,2.2,3.5,4.5,8.1,364,57.2%,23.2,508,0.92,0.19,0.18,0.21,-318,-5,-264,8.1%,2.7%
Click,13,76.9%,5,1.2,2.3,10.4,0.9,260,70.6%,13.1,368,2.7,0.76,0.27,0.25,-37,-4,-313,30.8%,23.1%
Clid,37,56.8%,2.8,1.9,2.3,4.5,5.3,323,66%,13.7,300,2.15,0.45,0.53,0.36,34,-4,-34,35.1%,13.5%
Closer,14,42.9%,2.6,1.4,2.9,5.9,5,302,70.9%,13.3,299,1.52,0.22,0.32,0.29,-126,-2,37,50%,7.1%
Clown,8,25%,1.3,1.6,5.4,5.6,4.7,303,74.7%,17.7,339,1.16,0.09,0.27,0.13,-378,-6,-308,62.5%,25%
Clozer,39,48.7%,2.3,2.2,2.6,3.7,9.2,393,59.8%,25.3,504,01.08,0.32,0.23,0.18,31,4,189,15.4%,12.8%
Coldraa,16,93.8%,14.5,5.2,0.8,6.6,9.1,450,66.6%,27.5,669,1.34,0.26,0.34,0.15,492,11,122,31.3%,0%
Color,19,84.2%,3.3,2.6,2.6,6,7.6,399,43.7%,22.1,562,01.05,0.27,0.22,0.08,465,7,291,21.1%,0%
Comeback,14,42.9%,4.3,4.6,2.4,5.9,8.3,405,66.5%,31.5,746,1,0.35,0.14,0.14,-2,-3,85,7.1%,7.1%
Comp,21,47.6%,4.6,3.9,2,5.2,10,453,63.8%,28.6,659,1.18,0.42,0.27,0.13,356,6,208,23.8%,9.5%
Concept,31,61.3%,2.3,2.5,3.1,4.4,7.8,384,46.9%,19.7,437,0.78,0.27,0.1,0.15,-347,-2,-203,12.9%,25.8%
Conse,13,23.1%,2.4,1.7,2.4,3.9,8.2,367,39.5%,21.7,422,0.88,0.25,0.11,0.1,-176,1,48,23.1%,15.4%
Contractz,14,50%,2.7,1.9,2.9,6,5.5,315,66.2%,17.1,364,1.39,0.26,0.35,0.24,-71,-1,15,35.7%,0%
Copy,30,63.3%,4.2,4.5,2.4,5.4,9,428,64.6%,25.7,633,1.27,0.29,0.17,0.1,336,5,59,13.3%,16.7%
CoreJJ,14,42.9%,4.4,0.9,2.3,9.1,0.8,241,79.5%,7.4,178,03.05,01.06,0.46,0.38,23,-1,8,28.6%,7.1%
Corporal,23,47.8%,3.7,0.6,2.2,7.3,0.6,231,73.9%,10.2,197,2.26,0.89,0.29,0.36,-115,0,82,34.8%,8.7%
Cospect,11,36.4%,1.3,0.5,4,4.6,1.5,232,46.8%,8.5,149,03.04,0.77,0.59,0.27,-107,11,-310,9.1%,18.2%
Courage,37,27%,2.3,1.8,3.5,6.2,4.8,311,71.1%,15.4,340,1.47,0.29,0.32,0.27,-12,-7,-141,29.7%,16.2%
Creme,31,61.3%,3.8,3.3,2.2,5.3,9,423,69.4%,28,631,-,-,-,-,-,-,-,-,-
Creon,13,53.8%,4.8,5.3,2.3,5.8,8.7,433,63.3%,24.8,590,01.01,0.19,0.23,0.1,-5,-5,-205,38.5%,7.7%
Crisp,26,61.5%,4.6,0.9,2.2,9,0.6,245,76.3%,8.8,193,-,-,-,-,-,-,-,-,-
CrjaY,1,0%,0.8,0,6,5,4.2,273,55.6%,8.8,146,1.17,0.4,0.23,0.37,-541,-17,-475,0%,0%
Croc,14,57.1%,2.2,2.1,4,6.7,5,318,70.9%,13,284,1.52,0.27,0.33,0.35,-252,-2,-127,35.7%,21.4%
Croco,28,21.4%,1.7,1.4,3.1,3.9,4.9,294,67.3%,15.6,328,1.6,0.24,0.42,0.32,-311,-2,-198,17.9%,10.7%
Croniik,14,42.9%,2.8,2.3,3.6,7.9,5.3,322,69.2%,16.4,370,1.32,0.23,0.33,0.24,-378,3,54,28.6%,0%
Crownie,15,46.7%,5,4,2,6,9.2,426,66.3%,27,612,1.3,0.39,0.36,0.09,-160,-2,3,33.3%,6.7%
Crowno,21,61.9%,2.2,2.3,3.3,5,7.6,388,54.1%,22.7,610,1.19,0.4,0.16,0.15,172,0,-2,14.3%,23.8%
Crunchy,1,0%,0.5,0,4,2,1.2,197,33.3%,5.6,86,2.75,0,0.43,0.4,-718,13,-677,0%,0%
Cryscata,17,52.9%,3.3,4.1,2.8,5.2,8.8,422,70.2%,29.8,667,1.37,0.25,0.4,0.17,-131,-3,-100,29.4%,17.6%
Cube,28,39.3%,2.1,1.6,2.3,3.2,8.3,370,41.8%,19.6,427,-,-,-,-,-,-,-,-,-
Cuzz,39,61.5%,4.4,2,1.7,5.7,5.7,329,71%,14.6,285,02.06,0.3,0.57,0.3,22,1,11,28.2%,5.1%
Cybonox,4,0%,1.5,2,4.3,4.3,5,307,63.5%,14.1,339,0.93,0.24,0.19,0.22,-392,0,-6,25%,25%
Czajek,16,56.3%,3.6,2.7,2.5,6.2,8.6,389,62.5%,28.5,587,1.14,0.27,0.21,0.18,-42,-2,-259,25%,0%
Czekolad,16,43.8%,3.3,3.2,2.5,5.1,8.4,395,68.3%,25.5,628,1.1,0.3,0.18,0.16,-40,-3,-95,12.5%,0%
D4SH,11,81.8%,6.9,2.6,1.5,8,5.8,358,57.1%,14.5,374,1.65,0.22,0.38,0.29,395,3,101,36.4%,0%
D4nKa,18,50%,2.5,1.9,3.8,7.6,4.8,322,66.9%,14.5,369,1.21,0.15,0.3,0.11,-358,-5,-394,22.2%,16.7%
DANKI,14,35.7%,3.3,3,2.3,4.6,7.4,374,55.8%,21.7,482,0.9,0.26,0.13,0.1,-612,-10,-147,7.1%,21.4%
DDahyuk,41,31.7%,2.2,2,3.1,4.9,7.6,359,55.9%,20.9,469,0.95,0.22,0.2,0.16,-375,-8,-154,17.1%,12.2%
DDoiV,6,0%,1.3,1.2,3.7,3.5,4.5,289,68.3%,14.6,241,1.5,0.5,0.33,0.38,-836,-25,-968,33.3%,0%
DNK,7,57.1%,3,2.1,3.6,8.6,4.9,333,71.6%,14.3,328,1.51,0,0.34,0.26,-78,-2,28,0%,28.6%
DONGGY,13,69.2%,11.5,3.3,0.9,7.3,7.8,390,65%,20.2,468,1.2,0.33,0.21,0.24,66,-1,181,30.8%,0%
DUMBAO,12,25%,1.8,2.5,3.5,3.8,7.4,356,48.8%,22.4,490,0.75,0.18,0.11,0.05,242,8,266,16.7%,8.3%
DVLK,7,57.1%,3.5,5.7,3.7,7.3,8.8,445,66.3%,29.2,729,01.07,0.2,0.17,0.11,459,5,175,28.6%,14.3%
DaJeung,10,10%,1.2,2.1,3.5,2,7.7,341,58.7%,26.4,463,0.66,0.24,0.1,0.07,-693,-9,-665,20%,0%
DaMa,6,33.3%,2.6,4.3,4.5,7.2,9.2,430,69.2%,25.9,578,01.04,0.07,0.26,0.09,-671,-15,-80,33.3%,0%
Daglas,16,56.3%,3.7,3.1,2.9,7.6,6,355,80.9%,16.9,357,1.65,0.17,0.37,0.22,619,9,510,43.8%,12.5%
DahVys,16,87.5%,7.1,4.3,1.8,8.6,5.7,370,68.3%,16.1,414,1.51,0.2,0.33,0.29,497,8,51,31.3%,6.3%
Dajor,17,35.3%,2.3,2.6,2.9,4,8.1,377,50.4%,24.4,513,1.21,0.42,0.19,0.19,-476,-9,-330,17.6%,0%
Dal,42,54.8%,3,2.8,2.4,4.4,7.8,384,54.4%,22,513,0.99,0.24,0.17,0.18,-37,0,-77,19%,21.4%
Damage,14,57.1%,2.8,0.4,2.9,7.9,0.7,227,70.4%,7.6,161,2.86,01.06,0.37,0.47,108,1,36,14.3%,7.1%
Damkex,18,27.8%,2.6,2.6,2.6,4.1,8.8,391,66.8%,26.4,551,1.13,0.3,0.26,0.13,-472,-1,-133,16.7%,22.2%
Danteh,8,37.5%,2.8,3.6,2.6,3.8,8.7,405,75.4%,28.9,539,0.99,0.24,0.23,0.04,12,2,72,37.5%,12.5%
Dany,12,83.3%,5.3,4.8,2.1,6.3,8.4,438,60.3%,24.4,574,1.21,0.28,0.26,0.14,-35,-1,116,33.3%,0%
DarkWings,30,46.7%,3.3,3.5,2.7,5.5,8.3,397,70.9%,30,714,1.12,0.3,0.21,0.13,208,5,148,16.7%,10%
Darlik,1,0%,0.3,1,9,2,1.4,231,75%,9.9,132,2.45,1.15,0.3,0.37,-2838,-87,-2808,0%,100%
Dasher,23,65.2%,4.1,3,1.8,4.3,8.5,394,66.4%,25.1,596,1.19,0.27,0.18,0.21,189,4,79,21.7%,4.3%
Daystar,15,73.3%,3.6,4.9,2.7,4.9,8.9,453,57.6%,28.6,712,1.1,0.28,0.22,0.16,665,10,449,6.7%,0%
Deadly,18,61.1%,4.4,3.8,2.1,5.4,9.8,457,66.8%,29.9,688,1.36,0.28,0.35,0.13,118,3,144,16.7%,11.1%
Dean,14,28.6%,2.4,1.8,3.8,7.2,5.5,319,62.3%,17.4,369,1.21,0.12,0.3,0.14,-589,7,112,14.3%,28.6%
Decay,18,44.4%,4.6,3.6,1.7,4.1,9.5,428,69.7%,24.5,493,1.18,0.3,0.19,0.18,118,0,110,27.8%,5.6%
Decoy,14,71.4%,5.2,0.8,2.5,12.2,0.8,253,74.8%,9.5,217,2.55,1.28,0.3,0.31,-62,0,82,28.6%,7.1%
Deft,33,72.7%,7.5,4.3,1.2,4.5,10,463,73.7%,29.6,681,1.48,0.35,0.39,0.17,545,8,338,42.4%,3%
Dehaste,13,84.6%,5.3,6.3,2.5,6.8,8.5,448,66.3%,24.5,701,1.19,0.28,0.17,0.16,247,2,123,7.7%,15.4%
Deimos,17,41.2%,1.5,1.1,3.1,3.6,7.3,331,42.7%,20.2,405,0.76,0.27,0.12,0.11,-294,1,215,5.9%,29.4%
Dekap,18,83.3%,5,1.2,3.4,15.9,0.9,270,73.3%,10.8,299,2.62,0.95,0.36,0.33,220,-6,163,33.3%,11.1%
Delight,36,69.4%,6.1,0.8,1.8,9.8,0.9,257,74.6%,9.4,221,3.33,1.2,0.42,0.4,166,0,100,38.9%,8.3%
DenVoksne,14,78.6%,4.6,4.8,2.4,6.5,9.7,469,71.1%,31.9,793,1.38,0.29,0.33,0.09,830,12,301,42.9%,0%
Densi,17,29.4%,2,1.7,4.1,6.6,4.8,312,66.9%,13.4,281,1.53,0.2,0.33,0.33,-340,-12,-282,29.4%,5.9%
Denyk,12,83.3%,6.1,1.2,1.8,10.1,0.7,263,68.3%,9,244,2.55,01.01,0.26,0.43,93,-6,-72,41.7%,0%
Destiny,28,64.3%,8.1,1,1.4,10.6,0.8,257,76.3%,8.7,208,03.08,01.08,0.36,0.35,187,-2,256,32.1%,3.6%
Dhokla,14,50%,2.1,2.6,3.2,4.2,8,394,59.4%,23.2,472,01.07,0.29,0.19,0.18,97,-1,-46,21.4%,14.3%
Dia1,9,66.7%,3.2,3.3,2.6,4.9,8.2,402,53%,22.7,512,1.37,0.06,0.31,0.2,-22,-3,-46,11.1%,0%
Diable,41,31.7%,3.3,4.4,2.8,4.9,9.3,429,70.3%,29.4,671,1.43,0.36,0.37,0.15,-177,-3,-22,24.4%,7.3%
Diamond,30,73.3%,4.7,1.8,2.2,8.6,0.7,273,69.1%,10.5,276,2.59,0.92,0.34,0.29,516,-2,217,43.3%,6.7%
Dice,24,41.7%,3.7,3.5,2.2,4.7,8.9,410,63.9%,30.3,646,1.24,0.23,0.28,0.21,384,9,277,12.5%,4.2%
Dicey,22,31.8%,2.8,0.7,2.9,7.5,0.7,227,77.1%,7.8,163,2.81,0.84,0.35,0.46,-22,3,171,18.2%,18.2%
Did,13,23.1%,1.9,1.8,3.4,4.6,7.8,358,53.3%,22.2,455,0.86,0.23,0.18,0.15,-1103,-15,-457,0%,7.7%
Difference,21,71.4%,3.4,4,2.6,4.6,8.4,431,49.4%,24.5,601,1.17,0.35,0.1,0.11,371,5,114,33.3%,14.3%
Dimitry,4,0%,1,1.8,5.8,3.8,4.4,271,74.3%,13.3,317,1.34,0.12,0.39,0.22,-553,-13,-318,50%,0%
Dioge,14,64.3%,6.6,5.3,2,8,8.4,443,69.9%,25.5,664,1.1,0.29,0.13,0.16,667,2,222,28.6%,0%
Diplex,19,73.7%,6.8,3.8,1.4,5.8,8.5,416,62%,27.7,716,01.09,0.22,0.17,0.16,246,2,327,15.8%,0%
Disamis,14,64.3%,4,2.9,2.4,6.5,5.2,341,64%,14.3,367,1.7,0.22,0.36,0.25,136,0,14,35.7%,7.1%
District 1,2,0%,0.8,2,6,3,5.8,315,71.9%,17.5,339,1.55,0.25,0.49,0.19,-1,9,57,0%,50%
Diva,11,90.9%,4.7,3.4,2.5,8.2,8,402,70.2%,22.9,597,1.43,0.38,0.27,0.2,71,-3,-373,18.2%,0%
DizL,16,37.5%,3.8,4.1,2.8,6.3,9,418,74.5%,27.1,652,1.23,0.23,0.36,0.09,-142,-1,-34,31.3%,12.5%
Djoko,15,13.3%,1.9,1.4,3.8,5.8,4.8,295,68.2%,13.5,263,1.58,0.18,0.42,0.23,-104,-1,-89,40%,26.7%
Djoksi,1,0%,1.2,2,5,4,1.3,258,75%,6.9,126,1.74,0.93,0.27,0.35,-2000,12,-1220,0%,0%
DnDn,38,18.4%,1.8,1.6,2.7,3.3,8.2,362,51.8%,22.9,425,01.04,0.34,0.17,0.28,-589,-9,-148,13.2%,18.4%
Doggo,28,28.6%,2.5,3,2.6,3.6,9.4,420,65.4%,27.7,559,-,-,-,-,-,-,-,-,-
Don Arts,16,37.5%,2.4,2.4,4.3,8,5,322,72.9%,15,374,1.67,0.16,0.45,0.21,-64,-7,-236,50%,6.3%
Doran,36,69.4%,3.6,2.5,2.3,5.6,8.4,411,58.2%,22,512,1.17,0.28,0.23,0.24,387,5,215,22.2%,16.7%
Doss,20,60%,6.3,1.1,1.7,9.6,0.5,243,79.3%,8.9,192,2.43,1.46,0.23,0.35,-13,-4,141,20%,5%
DoubleAiM,13,61.5%,3,4.1,3.5,6.2,5.9,367,72.8%,21.4,509,1.41,0.23,0.33,0.25,395,8,341,30.8%,23.1%
Doublelift,14,42.9%,3.1,3.9,2.6,3.9,10,436,73.4%,28.6,664,1.41,0.26,0.44,0.13,282,10,336,42.9%,0%
Dove,24,58.3%,3.6,2.7,2.3,5.6,8,377,61.9%,21.3,481,-,-,-,-,-,-,-,-,-
Doxa,30,46.7%,2.3,3.4,3.3,4.2,7.9,375,48.6%,22.8,535,0.8,0.19,0.15,0.12,-289,-5,-326,0%,13.3%
Doxy,18,27.8%,2,2.1,2.8,3.5,7.6,361,47.3%,20.2,432,1.18,0.32,0.2,0.19,-224,-5,-173,5.6%,16.7%
Dragku,22,50%,3.7,1,3.3,11.1,1.1,260,78.1%,11.4,287,3.21,0.93,0.44,0.24,261,3,302,36.4%,13.6%
Drakehero,14,21.4%,2,1.8,3.7,5.7,5.1,303,62.5%,12.8,285,1.46,0.3,0.4,0.34,-148,6,165,28.6%,7.1%
Draktharr,11,63.6%,3.4,2.4,2.4,5.7,5.2,331,66.1%,13.7,287,1.98,0.08,0.5,0.39,-208,-3,-231,27.3%,9.1%
Dream,12,16.7%,1.8,2,3,3.5,8.2,354,59.7%,17.7,374,-,-,-,-,-,-,-,-,-
Dream Maker,8,25%,3.3,2.3,1.8,3.5,8.2,375,56.2%,27,531,1.37,0.41,0.19,0.15,-291,-7,-278,25%,12.5%
Dreampull,13,30.8%,1.5,1.8,2.7,2.3,8.5,400,46.6%,21.3,416,0.77,0.24,0.07,0.08,276,5,129,7.7%,7.7%
Dreedy,18,11.1%,1.5,2.9,4.3,3.6,7.9,380,50.7%,22.3,444,01.08,0.31,0.16,0.15,-503,-9,-352,11.1%,16.7%
Dreilix,18,22.2%,2.1,3.3,3.1,3.1,8.3,397,57.5%,25.6,512,0.95,0.3,0.27,0.08,-619,-7,-418,11.1%,16.7%
Driver,17,58.8%,2.6,3.5,3.2,4.8,8.5,415,59.1%,25.8,623,01.04,0.25,0.18,0.19,-63,4,-217,5.9%,29.4%
DuDu,37,35.1%,2,2.1,2.3,2.6,8.9,395,55.4%,20.7,428,0.98,0.21,0.18,0.13,78,5,-37,13.5%,13.5%
DuaLL,17,23.5%,2.1,0.8,3.6,6.8,0.9,236,77.1%,12,265,2.86,01.02,0.45,0.31,33,-3,238,35.3%,17.6%
Duck,17,29.4%,3.2,3.5,2.5,4.6,7.6,373,61.7%,28.9,597,0.97,0.24,0.25,0.12,-898,-19,-628,17.6%,17.6%
DudsTheBoy,14,35.7%,2.8,4.3,3.6,5.6,9.2,437,68.6%,28.2,724,1.35,0.32,0.38,0.22,11,-3,-217,14.3%,21.4%
Duimelot,14,71.4%,3.4,1.1,3.4,10.3,0.8,252,66.6%,10.3,233,2.44,0.85,0.23,0.31,48,-3,-291,28.6%,14.3%
Duoking1,31,61.3%,2.7,1.2,3.6,8.6,1.2,265,66%,13.5,360,2.58,01.02,0.34,0.16,222,4,354,25.8%,22.6%
Duro,40,62.5%,6.4,1.4,1.8,10.1,0.9,263,75.8%,9.7,220,3.59,1.24,0.52,0.43,258,2,180,27.5%,5%
Dyablo,8,37.5%,3,3.5,2.9,5.1,7.6,365,53%,22.7,510,0.98,0.28,0.17,0.15,85,-6,97,25%,0%
EGO,2,100%,10.3,7,1.5,8.5,5.7,449,74.3%,14.9,339,1.73,0,0.34,0.46,2047,14,1495,50%,0%
EL,14,50%,1.7,1.1,4.3,6.3,4.8,292,49.6%,11.2,235,1.63,0.2,0.33,0.36,-275,1,1,14.3%,14.3%
EMENES,25,80%,4,5,2.8,6,8.5,440,65.6%,29.6,766,1.38,0.39,0.33,0.19,564,11,287,28%,16%
Eckas,16,56.3%,4.1,2.4,2.5,7.8,6,351,81.1%,15.9,345,2.14,0.46,0.55,0.24,482,7,339,68.8%,18.8%
Ecstassy,13,53.8%,6.8,6.1,1.7,5.4,9.1,469,69.4%,27.3,641,01.09,0.31,0.31,0.11,805,11,183,38.5%,7.7%
Eddie,11,36.4%,3.2,5,2.5,2.9,9.4,437,71.4%,32.5,737,1.37,0.07,0.36,0.14,-16,-8,-253,18.2%,0%
Effort,37,32.4%,2.5,0.4,2.3,5.3,0.9,226,64%,7.9,141,3.25,1.19,0.43,0.54,15,4,-162,35.1%,10.8%
Efias,18,61.1%,3.3,1.3,3,8.4,0.9,239,71%,10.6,230,2.87,01.09,0.4,0.32,-11,0,-142,16.7%,16.7%
Eika,16,56.3%,4.7,4.3,2.3,6.3,8.8,411,62.3%,27.5,563,1.25,0.3,0.23,0.14,6,1,93,6.3%,25%
Ejsner,2,0%,1,2,3.5,1.5,8.4,351,100%,31,450,1.31,0.47,0.24,0.2,-1011,-8,-540,0%,50%
Elk,33,54.5%,3.9,4.4,2.3,4.5,9.2,444,69.6%,31.8,736,-,-,-,-,-,-,-,-,-
Ellam,13,84.6%,7.4,6.4,2.1,9.1,8.9,478,77.3%,29.8,848,1.16,0.24,0.2,0.13,644,8,115,23.1%,7.7%
Elramir,11,81.8%,4.5,2.1,2.8,10.5,5.5,350,73%,13.6,369,1.82,0.21,0.43,0.41,134,7,142,45.5%,9.1%
Elyoya,28,60.7%,4.3,2.5,2.4,7.9,5.3,347,69%,14.3,351,1.77,0.44,0.45,0.29,204,5,66,35.7%,7.1%
Emo,4,0%,0.9,0.5,2.5,1.8,8.3,324,59.4%,26.8,402,0.76,0,0.08,0.19,-1463,-14,-698,25%,25%
Empyros,13,76.9%,2.8,3.2,2.5,3.7,9,426,44.2%,21.4,477,1.1,0.22,0.2,0.2,837,19,288,23.1%,7.7%
EnHoa,17,17.6%,2,1.1,4.1,6.9,0.9,232,74.1%,8.5,169,2.51,0.83,0.35,0.38,40,1,-36,35.3%,5.9%
Endz,13,30.8%,2.6,3.4,2.6,3.5,9,421,66.8%,25.6,476,01.05,0.21,0.27,0.08,-195,0,-63,23.1%,7.7%
Enosh,14,28.6%,3.2,4.1,2.6,4.5,8.7,401,83.6%,26.1,581,1.24,0.35,0.31,0.17,-512,-7,-149,21.4%,7.1%
Enso,17,41.2%,6.7,0.9,1.2,7.4,0.7,241,70.9%,11.2,230,2.82,1.1,0.35,0.54,-5,-3,184,17.6%,11.8%
Entrust,10,10%,1.2,0.6,4.4,4.6,1.1,232,63.9%,12.2,215,2.98,01.09,0.42,0.33,-310,4,-451,10%,10%
Enty,24,83.3%,8,1,1.5,11,0.7,268,71.3%,10.6,246,03.08,01.08,0.4,0.45,208,-2,77,37.5%,4.2%
Envy,14,42.9%,3.4,3.5,2.6,5.2,8.3,405,68.7%,28.2,601,1.39,0.27,0.31,0.23,114,-2,-95,35.7%,0%
Envy Carry,13,46.2%,3.5,4.1,2.7,5.3,8.5,424,70.2%,25.9,564,01.05,0.33,0.21,0.13,239,0,483,23.1%,15.4%
Envyy,39,48.7%,3,2.9,2.2,3.5,9.4,411,65.3%,27,539,1.11,0.36,0.31,0.18,-68,4,136,30.8%,10.3%
Ephekles,18,44.4%,4.8,0.7,2.1,9.6,0.8,235,72.2%,8.5,177,2.5,01.01,0.3,0.27,-217,-1,136,33.3%,11.1%
Eradan,10,30%,1.3,2.3,4.2,3.3,7.8,377,46.3%,21.4,499,1.2,0.36,0.18,0.24,-317,-14,-391,10%,20%
Erdote,16,56.3%,4.6,0.7,2.3,9.7,1,244,79.8%,9.8,235,3.27,1.18,0.43,0.41,-54,-2,-100,25%,25%
Erol,14,57.1%,4.3,3.5,1.9,4.6,8.7,404,61.2%,27.1,563,0.75,0.22,0.11,0.09,32,-1,-32,21.4%,7.1%
Escik,16,37.5%,3,4.3,2.9,4.3,8.5,399,67.5%,30.1,689,01.09,0.24,0.18,0.15,137,3,134,12.5%,6.3%
Esko,12,41.7%,3.2,3.5,2.4,4.3,8.5,397,64.1%,26.5,556,0.78,0.24,0.17,0.06,-270,0,10,16.7%,16.7%
Eugeo,22,40.9%,2.2,2.1,3,4.6,7.9,367,55%,22.2,439,1.12,0.35,0.13,0.25,-810,-17,-552,22.7%,13.6%
Evaan,17,35.3%,2.4,2.6,3.2,5.2,8.6,383,68.2%,24.7,470,1.11,0.26,0.19,0.16,-35,4,160,23.5%,5.9%
Evi,14,35.7%,2,2.9,3.9,4.6,6.9,358,53.6%,22.1,507,0.87,0.29,0.17,0.13,-144,-4,-149,14.3%,7.1%
Exakick,20,60%,4.5,4.7,2.2,5,10,463,73.2%,28,627,1.48,0.47,0.42,0.16,286,10,95,15%,10%
Eyhro,2,100%,11,3,1,8,8.3,438,58.8%,29.7,668,01.01,0.38,0.16,0.12,751,16,783,0%,0%
Eyla,5,60%,4.2,0.6,2.6,10.2,0.7,242,69%,6.4,137,3.19,0.87,0.38,0.38,126,-4,399,0%,0%
Eyliph,14,92.9%,3.9,3.1,2.2,5.6,8.4,425,45.6%,20.8,519,01.09,0.3,0.16,0.15,1083,17,613,28.6%,14.3%
F4rg,13,61.5%,3.2,2.8,2.4,4.8,7.9,403,54%,21.9,508,0.97,0.27,0.11,0.14,709,2,117,0%,7.7%
FATE,36,27.8%,2.1,2.2,2.4,2.7,8.4,364,57.4%,27.7,564,01.08,0.3,0.2,0.23,-322,-5,-262,8.3%,11.1%
FBI,14,64.3%,7.1,4.7,1.4,5.4,9.4,447,75%,30.8,770,1.32,0.32,0.34,0.18,146,3,304,35.7%,0%
FENZ1,18,50%,3.1,4.1,3.3,6.1,7.8,394,60.3%,24.1,593,1.17,0.28,0.2,0.1,-286,-6,-345,11.1%,11.1%
FGG,12,83.3%,14.7,0.7,0.9,12.8,1,260,72.7%,7.8,188,2.81,01.01,0.37,0.28,201,3,-168,50%,0%
FIESTA,38,18.4%,1.8,2.1,3,3.4,8.5,370,58.7%,27.1,511,1.33,0.35,0.26,0.27,-206,-2,-165,18.4%,13.2%
FROSTSTRIKE,10,0%,1.3,1.7,2.9,2.2,4.9,288,58.2%,11.7,212,1.17,0.26,0.2,0.3,-543,-3,-232,10%,10%
FUN k3y,13,84.6%,6.3,4.3,1.6,5.9,9,437,61.7%,23.3,585,1.32,0.34,0.33,0.16,-155,-3,-41,38.5%,7.7%
Fackstard,2,50%,3.3,0,2,6.5,6.9,299,62.5%,18.3,278,0.85,0.44,0.1,0.26,-1194,-19,-811,50%,0%
